RECEIPTID	PROBLEMRECEIPT	RECEIPTDATE	ITEMSCLEARLYMARKED	PERSON_ID	CHILDORADULT	ITEM_ID	FOOD_ID	FOOD_SHARE	FOOD_PRICE	FOOD_CATEGORY	FOOD_QUANTITY	COMB_ID	RESTAURANT	FOODNAME	CALORIESCAL	FATG	SATFATG	CHOLESTEROLMG	SODIUMMG	CARBOHYDRATESG	SUGARG	PROTEING	COMBNUM	PRICEOFTHECOMBOMEAL	LARGE	ROUND	RECEIPTID3	NEMSLOCATIONINDICATOR
M207-072	No	 	Yes	201002	Adult	202333	656	0	.333333333333	desserts	3	0	McDonalds	Chocolate Chip Cookie	160	8	3.5	10	90	21	15	2	 	 	 	1	 	M207
M207-072	No	 	Yes	201002	Adult	202332	654	0	.5	desserts	2	0	McDonalds	Baked Hot Apple Pie	250	13	7	0	170	32	13	2	 	 	 	1	 	M207
M207-073	No	 	Yes	201003	Adult	202335	537	0	 	cold beverages	1	200915	McDonalds	Coca-Cola Classic 21fl oz (Medium)	210	0	0	0	15	58	58	0	1	6.59	1	1	 	M207
M207-073	No	 	Yes	201003	Adult	202336	829	0	 	snacks & sides	1	200915	McDonalds	Large French Fries	500	25	3.5	0	350	63	0	6	1	6.59	1	1	 	M207
M207-073	No	 	Yes	201003	Adult	202334	810	0	 	sandwiches	1	200915	McDonalds	Filet-O-Fish	390	19	4	40	590	39	5	15	1	6.59	1	1	 	M207
M207-074	Yes	 	Yes	201004	Adult	901893	900204	0	0	dipping sauce	1	0	McDonalds	Tartar Sauce	90	9	1.5	10	110	1	0	0	 	 	 	1	 	M207
M207-074	Yes	 	Yes	201004	Adult	202338	812	0	1	sandwiches	1	0	McDonalds	McChicken	360	16	3	35	800	40	5	14	 	 	 	1	 	M207
M207-074	Yes	 	Yes	201004	Adult	202339	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-074	Yes	 	Yes	201004	Adult	202337	900077	0	1	snacks & sides	1	0	McDonalds	Fish mcbites (snack size)	250	13	2	25	420	21	0	11	 	 	 	1	 	M207
M207-075	No	 	Yes	100172	Adult	100604	622	0	1.49	cold beverages	1	0	McDonalds	Dasani Water	0	0	0	0	0	0	0	0	 	 	 	1	 	M207
M207-075	No	 	Yes	100172	Adult	100602	536	0	1.49	chicken	1	0	McDonalds	Chicken McNuggets (4 piece)	190	12	2	25	360	12	0	9	 	 	 	1	 	M207
M207-076	No	 	Yes	100173	Adult	100607	829	0	 	snacks & sides	1	100163	McDonalds	Large French Fries	500	25	3.5	0	350	63	0	6	1	5.49	1	1	 	M207
M207-076	No	 	Yes	100173	Adult	100606	537	0	 	cold beverages	1	100163	McDonalds	Coca-Cola Classic 21fl oz (Medium)	210	0	0	0	15	58	58	0	1	5.49	1	1	 	M207
M207-076	No	 	Yes	100173	Adult	100605	525	0	 	burgers	2	100163	McDonalds	Cheeseburger	300	12	6	40	680	33	7	15	1	5.49	1	1	 	M207
M207-077	No	 	Yes	100174	Adult	100608	536	0	1.49	chicken	1	0	McDonalds	Chicken McNuggets (4 piece)	190	12	2	25	360	12	0	9	 	 	 	1	 	M207
M207-077	No	 	Yes	100174	Adult	100609	900252	0	0	condiments	1	0	McDonalds	Hot Picante dipping sauce, packet	5	0	0	0	140	1	0	0	 	 	 	1	 	M207
M207-077	No	 	Yes	100174	Adult	100610	526	0	.89	burgers	1	0	McDonalds	Hamburger	250	9	3.5	25	480	31	6	12	 	 	 	1	 	M207
M207-078	No	 	Yes	100176	Child	100615	844	0	 	snacks & sides	1	100165	McDonalds	Kids Fries	100	5	.5	0	70	13	0	1	1	4.79	0	1	 	M207
M207-078	No	 	Yes	100176	Child	100613	536	0	 	chicken	1	100165	McDonalds	Chicken McNuggets (4 piece)	190	12	2	25	360	12	0	9	1	4.79	0	1	 	M207
M207-078	No	 	Yes	100176	Child	903200	845	0	 	snacks & sides	1	100165	McDonalds	Apple Slices	15	0	0	0	0	4	3	0	1	4.79	0	1	 	M207
M207-078	No	 	Yes	100175	Adult	100611	833	0	1.79	snacks & sides	1	0	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	 	 	 	1	 	M207
M207-078	No	 	Yes	100176	Child	100614	608	0	 	cold beverages	1	100165	McDonalds	Minute Maid 100% Apple Juice Box	100	0	0	0	15	23	22	0	1	4.79	0	1	 	M207
M207-078	No	 	Yes	100175	Adult	100612	622	0	1.49	cold beverages	1	0	McDonalds	Dasani Water	0	0	0	0	0	0	0	0	 	 	 	1	 	M207
M207-079	No	 	Yes	100177	Adult	100617	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-079	No	 	Yes	100177	Adult	100618	585	0	1.29	cold beverages	1	0	McDonalds	Coca-Cola Classic (Small)	150	0	0	0	10	40	40	0	 	 	 	1	 	M207
M207-079	No	 	Yes	100177	Adult	100616	523	0	1	burgers	1	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-080	No	 	Yes	100178	Adult	100619	829	0	1.99	snacks & sides	1	0	McDonalds	Large French Fries	500	25	3.5	0	350	63	0	6	 	 	 	1	 	M207
M207-080	No	 	Yes	100178	Adult	100620	544	0	1.6	cold beverages	1	0	McDonalds	Coca-Cola Classic (Large)	310	0	0	0	20	86	86	0	 	 	 	1	 	M207
M207-081	No	 	Yes	100179	Adult	100621	523	0	1	burgers	1	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-081	No	 	Yes	100179	Adult	100622	536	0	1.49	chicken	1	0	McDonalds	Chicken McNuggets (4 piece)	190	12	2	25	360	12	0	9	 	 	 	1	 	M207
M207-081	No	 	Yes	100179	Adult	100623	552	0	1	cold beverages	1	0	McDonalds	Sweet Tea (Large)	280	0	0	0	15	69	69	1	 	 	 	1	 	M207
M207-082	No	 	Yes	100181	Child	100628	608	0	 	cold beverages	1	100169	McDonalds	Minute Maid 100% Apple Juice Box	100	0	0	0	15	23	22	0	1	4.79	0	1	 	M207
M207-082	No	 	Yes	100180	Adult	100624	585	0	1.29	cold beverages	1	0	McDonalds	Coca-Cola Classic (Small)	150	0	0	0	10	40	40	0	 	 	 	1	 	M207
M207-082	No	 	Yes	100181	Child	100626	536	0	 	chicken	1	100169	McDonalds	Chicken McNuggets (4 piece)	190	12	2	25	360	12	0	9	1	4.79	0	1	 	M207
M207-082	No	 	Yes	100181	Child	100627	844	0	 	snacks & sides	1	100169	McDonalds	Kids Fries	100	5	.5	0	70	13	0	1	1	4.79	0	1	 	M207
M207-082	No	 	Yes	100180	Adult	100625	833	0	1.79	snacks & sides	1	0	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	 	 	 	1	 	M207
M207-082	No	 	Yes	100181	Child	903201	845	0	 	snacks & sides	1	100169	McDonalds	Apple Slices	15	0	0	0	0	4	3	0	1	4.79	0	1	 	M207
M207-083	No	 	Yes	100182	Adult	100630	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-083	No	 	Yes	100182	Adult	100629	523	0	1	burgers	1	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-084	No	 	Yes	100183	Adult	100631	523	0	1	burgers	2	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-084	No	 	Yes	100183	Adult	100632	586	0	1.29	cold beverages	1	0	McDonalds	Dr Pepper (Small-16 fl oz.)	150	0	0	0	50	39	39	0	 	 	 	1	 	M207
M207-084	No	 	Yes	100183	Adult	100633	536	0	1.49	chicken	1	0	McDonalds	Chicken McNuggets (4 piece)	190	12	2	25	360	12	0	9	 	 	 	1	 	M207
M207-085	No	 	Yes	100184	Adult	100634	523	0	1	burgers	1	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-085	No	 	Yes	100184	Adult	100635	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-085	No	 	Yes	100185	Child	100638	523	0	1	burgers	1	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-085	No	 	Yes	100185	Child	100639	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-085	No	 	Yes	100185	Child	100637	681	0	2.29	desserts & shakes	1	0	McDonalds	Vanilla McCafe Shake (12 fl oz cup)	530	17	11	50	160	84	63	10	 	 	 	1	 	M207
M207-085	No	 	Yes	100184	Adult	100636	585	0	1.29	cold beverages	1	0	McDonalds	Coca-Cola Classic (Small)	150	0	0	0	10	40	40	0	 	 	 	1	 	M207
M207-086	No	 	Yes	100186	Adult	100641	810	0	2.29	sandwiches	1	0	McDonalds	Filet-O-Fish	390	19	4	40	590	39	5	15	 	 	 	1	 	M207
M207-086	No	 	Yes	100186	Adult	100642	537	1	1.49	cold beverages	.5	100173	McDonalds	Coca-Cola Classic 21fl oz (Medium)	210	0	0	0	15	58	58	0	 	 	 	1	 	M207
M207-087	No	 	Yes	100187	Adult	100644	697	0	 	dipping sauce	1	100174	McDonalds	Tangy Barbeque Sauce	50	0	0	0	260	12	10	0	1	4.79	0	1	 	M207
M207-087	No	 	Yes	100187	Adult	100646	844	0	 	snacks & sides	1	100174	McDonalds	Kids Fries	100	5	.5	0	70	13	0	1	1	4.79	0	1	 	M207
M207-087	No	 	Yes	100187	Adult	100643	536	0	 	chicken	1	100174	McDonalds	Chicken McNuggets (4 piece)	190	12	2	25	360	12	0	9	1	4.79	0	1	 	M207
M207-087	No	 	Yes	100187	Adult	100645	608	0	 	cold beverages	1	100174	McDonalds	Minute Maid 100% Apple Juice Box	100	0	0	0	15	23	22	0	1	4.79	0	1	 	M207
M207-087	No	 	Yes	100187	Adult	903202	845	0	 	snacks & sides	1	100174	McDonalds	Apple Slices	15	0	0	0	0	4	3	0	1	4.79	0	1	 	M207
M207-088	No	 	Yes	100188	Adult	100647	812	0	1	sandwiches	1	0	McDonalds	McChicken	360	16	3	35	800	40	5	14	 	 	 	1	 	M207
M207-089	No	 	Yes	100189	Adult	100649	900082	0	.45	extra	1	0	McDonalds	cheese	50	4	2.5	15	200	2	0	2	 	 	 	1	 	M207
M207-089	No	 	Yes	100189	Adult	100650	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-089	No	 	Yes	100189	Adult	100648	812	0	1	sandwiches	1	0	McDonalds	McChicken	360	16	3	35	800	40	5	14	 	 	 	1	 	M207
M207-089	No	 	Yes	100189	Adult	100651	580	0	1	cold beverages	1	0	McDonalds	Sweet Tea (Medium)	180	0	0	0	10	45	45	1	 	 	 	1	 	M207
M207-090	No	 	Yes	100190	Adult	100654	580	0	 	cold beverages	1	100177	McDonalds	Sweet Tea (Medium)	180	0	0	0	10	45	45	1	1	7.52	0	1	 	M207
M207-090	No	 	Yes	100190	Adult	100653	833	0	 	snacks & sides	1	100177	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	1	7.52	0	1	 	M207
M207-090	No	 	Yes	100190	Adult	100652	805	0	 	sandwiches	1	100177	McDonalds	Premium Crispy Chicken Ranch BLT Sandwich	540	23	4.5	55	1170	56	11	27	1	7.52	0	1	 	M207
M207-091	No	 	Yes	100191	Adult	100657	850	0	0	sweetener	3	0	McDonalds	SPLENDA No Calorie Sweetener	0	0	0	0	0	1	1	0	 	 	 	1	 	M207
M207-091	No	 	Yes	100191	Adult	100656	648	0	0	cream	6	0	McDonalds	Coffee Cream	20	2	1.5	10	15	0	0	0	 	 	 	1	 	M207
M207-091	No	 	Yes	100191	Adult	100655	785	0	1	hot beverages	1	0	McDonalds	Coffee (Large)	0	0	0	0	0	0	0	0	 	 	 	1	 	M207
M207-092	No	 	Yes	100192	Adult	100659	900204	0	0	dipping sauce	1	0	McDonalds	Tartar Sauce	90	9	1.5	10	110	1	0	0	 	 	 	1	 	M207
M207-092	No	 	Yes	100192	Adult	100658	900077	0	2.29	snacks & sides	1	0	McDonalds	Fish mcbites (snack size)	250	13	2	25	420	21	0	11	 	 	 	1	 	M207
M207-093	No	 	Yes	100193	Adult	100660	900078	0	3.29	snacks & sides	1	0	McDonalds	Fish mcbites (regular size)	370	20	2.5	35	630	31	1	17	 	 	 	1	 	M207
M207-093	No	 	Yes	100193	Adult	100661	698	0	0	dipping sauce	1	0	McDonalds	Spicy Buffalo Sauce	35	3	0	0	540	1	0	0	 	 	 	1	 	M207
M207-093	No	 	Yes	100193	Adult	100662	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-094	No	 	Yes	100194	Adult	901894	647	0	0	condiments	1	0	McDonalds	Ketchup Packet	10	0	0	0	100	3	2	0	 	 	 	1	 	M207
M207-094	No	 	Yes	100194	Adult	100664	900214	0	1	sandwiches	1	0	McDonalds	McChicken w/o Mayo	310	11	2	30	710	39	5	14	 	 	 	1	 	M207
M207-094	No	 	Yes	100194	Adult	100663	524	0	1	burgers	2	0	McDonalds	Grilled Onion Cheddar	310	13	6	40	660	33	7	15	 	 	 	1	 	M207
M207-094	No	 	Yes	100194	Adult	100665	900082	0	.45	extra	1	0	McDonalds	cheese	50	4	2.5	15	200	2	0	2	 	 	 	1	 	M207
M207-094	No	 	Yes	100194	Adult	100666	833	0	1.79	snacks & sides	1	0	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	 	 	 	1	 	M207
M207-095	No	 	Yes	100195	Adult	100667	530	0	4.99	chicken	1	0	McDonalds	Chicken McNuggets (20 piece)**	940	59	10	135	1800	59	0	44	 	 	 	1	 	M207
M207-095	No	 	Yes	100195	Adult	100668	812	0	1	sandwiches	2	0	McDonalds	McChicken	360	16	3	35	800	40	5	14	 	 	 	1	 	M207
M207-095	No	 	Yes	100195	Adult	100669	900082	0	.45	extra	2	0	McDonalds	cheese	50	4	2.5	15	200	2	0	2	 	 	 	1	 	M207
M207-096	No	 	Yes	100196	Adult	100670	520	0	 	burgers	1	100183	McDonalds	Big Mac	550	29	10	75	970	46	9	25	1	6.69	0	1	 	M207
M207-096	No	 	Yes	100196	Adult	100672	833	0	 	snacks & sides	1	100183	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	1	6.69	0	1	 	M207
M207-096	No	 	Yes	100196	Adult	100674	639	0	2.79	cold beverages	1	0	McDonalds	Frappe Mocha (Medium)	560	24	15	65	160	78	70	8	 	 	 	1	 	M207
M207-096	No	 	Yes	100196	Adult	100673	654	0	.5	desserts	2	0	McDonalds	Baked Hot Apple Pie	250	13	7	0	170	32	13	2	 	 	 	1	 	M207
M207-096	No	 	Yes	100196	Adult	100671	537	0	 	cold beverages	1	100183	McDonalds	Coca-Cola Classic 21fl oz (Medium)	210	0	0	0	15	58	58	0	1	6.69	0	1	 	M207
M207-097	No	 	Yes	100197	Adult	100676	537	0	 	cold beverages	1	100184	McDonalds	Coca-Cola Classic 21fl oz (Medium)	210	0	0	0	15	58	58	0	1	7.19	0	1	 	M207
M207-097	No	 	Yes	100197	Adult	100677	833	0	 	snacks & sides	1	100184	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	1	7.19	0	1	 	M207
M207-097	No	 	Yes	100197	Adult	100675	516	0	 	burgers	1	100184	McDonalds	Angus Bacon & Cheese	790	39	18	150	1990	63	13	45	1	7.19	0	1	 	M207
M207-098	No	 	 	100198	Adult	100679	537	0	 	cold beverages	1	100185	McDonalds	Coca-Cola Classic 21fl oz (Medium)	210	0	0	0	15	58	58	0	1	6.19	0	1	 	M207
M207-098	No	 	 	100198	Adult	100678	810	0	 	sandwiches	1	100185	McDonalds	Filet-O-Fish	390	19	4	40	590	39	5	15	1	6.19	0	1	 	M207
M207-098	No	 	 	100198	Adult	100680	833	0	 	snacks & sides	1	100185	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	1	6.19	0	1	 	M207
M207-099	No	 	Yes	100199	Adult	100681	642	0	2.29	cold beverages	1	0	McDonalds	Frappe Caramel (Small)	450	20	13	55	130	62	56	6	 	 	 	1	 	M207
M207-100	No	 	Yes	100200	Adult	100683	648	0	0	cream	6	0	McDonalds	Coffee Cream	20	2	1.5	10	15	0	0	0	 	 	 	1	 	M207
M207-100	No	 	Yes	100200	Adult	100682	787	0	1	hot beverages	1	0	McDonalds	Coffee (Small)	0	0	0	0	0	0	0	0	 	 	 	1	 	M207
M207-100	No	 	Yes	100200	Adult	100684	848	0	0	sweetener	6	0	McDonalds	Sugar Packet	15	0	0	0	0	4	4	0	 	 	 	1	 	M207
M207-101	No	 	Yes	100201	Adult	100685	812	0	1	sandwiches	1	0	McDonalds	McChicken	360	16	3	35	800	40	5	14	 	 	 	1	 	M207
M207-101	No	 	Yes	100201	Adult	100688	640	0	2.79	cold beverages	1	0	McDonalds	Frappe Caramel (Medium)	550	24	15	70	160	77	71	8	 	 	 	1	 	M207
M207-101	No	 	Yes	100201	Adult	100686	900082	0	.45	extra	1	0	McDonalds	cheese	50	4	2.5	15	200	2	0	2	 	 	 	1	 	M207
M207-102	No	 	Yes	100202	Adult	100689	520	0	 	burgers	1	100189	McDonalds	Big Mac	550	29	10	75	970	46	9	25	1	6.69	0	1	 	M207
M207-102	No	 	Yes	100202	Adult	100691	833	0	 	snacks & sides	1	100189	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	1	6.69	0	1	 	M207
M207-102	No	 	Yes	100202	Adult	100690	537	0	 	cold beverages	1	100189	McDonalds	Coca-Cola Classic 21fl oz (Medium)	210	0	0	0	15	58	58	0	1	6.69	0	1	 	M207
M207-103	No	 	Yes	300401	Adult	903203	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-103	No	 	Yes	300401	Adult	300879	536	0	1.49	chicken	1	0	McDonalds	Chicken McNuggets (4 piece)	190	12	2	25	360	12	0	9	 	 	 	1	 	M207
M207-103	No	 	Yes	300401	Adult	300880	525	0	1	burgers	1	0	McDonalds	Cheeseburger	300	12	6	40	680	33	7	15	 	 	 	1	 	M207
M207-103	No	 	Yes	300401	Adult	300881	585	0	1.29	cold beverages	1	0	McDonalds	Coca-Cola Classic (Small)	150	0	0	0	10	40	40	0	 	 	 	1	 	M207
M207-104	No	 	No	300402	Adult	300885	850	0	0	sweetener	5	0	McDonalds	SPLENDA No Calorie Sweetener	0	0	0	0	0	1	1	0	 	 	 	1	 	M207
M207-104	No	 	No	300402	Adult	300883	787	0	1	hot beverages	1	0	McDonalds	Coffee (Small)	0	0	0	0	0	0	0	0	 	 	 	1	 	M207
M207-104	No	 	No	300402	Adult	300882	900214	0	1	sandwiches	2	0	McDonalds	McChicken w/o Mayo	310	11	2	30	710	39	5	14	 	 	 	1	 	M207
M207-104	No	 	No	300402	Adult	300884	900247	0	0	cream	1	0	McDonalds	Light Cream Packet	10	.5	.1	0	9	1	1	0	 	 	 	1	 	M207
M207-105	No	 	No	300403	Adult	300886	552	0	1	cold beverages	1	0	McDonalds	Sweet Tea (Large)	280	0	0	0	15	69	69	1	 	 	 	1	 	M207
M207-105	No	 	No	300403	Adult	300889	900082	0	.45	extra	1	0	McDonalds	cheese	50	4	2.5	15	200	2	0	2	 	 	 	1	 	M207
M207-105	No	 	No	300403	Adult	300888	812	0	1	sandwiches	1	0	McDonalds	McChicken	360	16	3	35	800	40	5	14	 	 	 	1	 	M207
M207-105	No	 	No	300403	Adult	300887	523	0	1	burgers	1	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-106	No	 	No	300404	Adult	300890	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-107	No	 	No	300405	Adult	300891	523	0	1	burgers	2	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-108	No	 	No	300406	Adult	300892	676	0	2.29	desserts & shakes	1	0	McDonalds	Chocolate McCafe Shake (12 fl oz cup)	570	17	11	50	240	91	76	12	 	 	 	1	 	M207
M207-108	No	 	No	300406	Adult	300893	812	0	1	sandwiches	1	0	McDonalds	McChicken	360	16	3	35	800	40	5	14	 	 	 	1	 	M207
M207-109	No	 	No	300407	Adult	300894	717	0	2.79	hot beverages	1	0	McDonalds	Caramel Mocha (Medium)	290	12	7	25	180	39	38	8	 	 	 	1	 	M207
M207-110	No	 	No	300408	Adult	300895	839	0	1.59	snacks & sides	2	0	McDonalds	Chipotle BBQ Snack Wrap (Grilled)	250	8	3.5	40	670	27	5	16	 	 	 	1	 	M207
M207-111	No	 	No	300409	Adult	300896	900078	0	3.29	snacks & sides	1	0	McDonalds	Fish mcbites (regular size)	370	20	2.5	35	630	31	1	17	 	 	 	1	 	M207
M207-111	No	 	No	300409	Adult	300898	788	0	0	salad dressing	1	0	McDonalds	Newman's Own Creamy Caesar Dressing	190	18	3.5	20	500	4	2	2	 	 	 	1	 	M207
M207-111	No	 	No	300409	Adult	300897	803	0	1.99	salads	1	0	McDonalds	Side Salad	20	0	0	0	10	4	2	1	 	 	 	1	 	M207
M207-111	No	 	No	300409	Adult	901898	900204	0	0	dipping sauce	1	0	McDonalds	Tartar Sauce	90	9	1.5	10	110	1	0	0	 	 	 	1	 	M207
M207-112	No	 	Yes	300410	Adult	300899	520	0	 	burgers	1	300389	McDonalds	Big Mac	550	29	10	75	970	46	9	25	1	6.89	0	1	 	M207
M207-112	No	 	Yes	300410	Adult	300900	537	0	 	cold beverages	1	300389	McDonalds	Coca-Cola Classic 21fl oz (Medium)	210	0	0	0	15	58	58	0	1	6.89	0	1	 	M207
M207-112	No	 	Yes	300410	Adult	903204	833	0	 	snacks & sides	1	300389	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	1	6.89	0	1	 	M207
M207-113	No	 	No	300411	Adult	300901	652	0	1.29	desserts	1	0	McDonalds	Strawberry Sundae	280	6	4	25	85	49	45	6	 	 	 	1	 	M207
M207-114	No	 	No	300412	Adult	300902	520	0	2.245	burgers	2	0	McDonalds	Big Mac	550	29	10	75	970	46	9	25	 	 	 	1	 	M207
M207-114	No	 	No	300412	Adult	300903	829	0	1.99	snacks & sides	1	0	McDonalds	Large French Fries	500	25	3.5	0	350	63	0	6	 	 	 	1	 	M207
M207-114	No	 	No	300412	Adult	902252	539	0	1.19	cold beverages	1	0	McDonalds	1% Low Fat Milk Jug	100	2.5	1.5	10	125	12	12	8	 	 	 	1	 	M207
M207-115	No	 	No	300413	Adult	300905	812	0	1	sandwiches	1	0	McDonalds	McChicken	360	16	3	35	800	40	5	14	 	 	 	1	 	M207
M207-115	No	 	No	300413	Adult	300955	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-116	No	 	No	300414	Adult	300906	530	0	4.99	chicken	1	0	McDonalds	Chicken McNuggets (20 piece)**	940	59	10	135	1800	59	0	44	 	 	 	1	 	M207
M207-117	No	 	Yes	300415	Adult	300907	639	0	2.39	cold beverages	1	0	McDonalds	Frappe Mocha (Medium)	560	24	15	65	160	78	70	8	 	 	 	1	 	M207
M207-118	No	 	Yes	901020	Adult	903206	525	0	1	burgers	2	0	McDonalds	Cheeseburger	300	12	6	40	680	33	7	15	 	 	 	1	 	M207
M207-118	No	 	Yes	901020	Adult	903205	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-119	No	 	No	300392	Adult	300853	585	0	1.29	cold beverages	1	0	McDonalds	Coca-Cola Classic (Small)	150	0	0	0	10	40	40	0	 	 	 	1	 	M207
M207-119	No	 	No	300392	Adult	300852	834	0	1.59	snacks & sides	1	0	McDonalds	Ranch Snack Wrap (Crispy)	350	19	5	35	750	32	2	14	 	 	 	1	 	M207
M207-120	No	 	 	300393	Adult	300856	841	0	1.19	snacks & sides	3	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-120	No	 	 	300393	Adult	300854	900078	0	3.29	snacks & sides	1	0	McDonalds	Fish mcbites (regular size)	370	20	2.5	35	630	31	1	17	 	 	 	1	 	M207
M207-120	No	 	 	300393	Adult	300855	523	0	1	burgers	4	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-120	No	 	 	300393	Adult	901897	900204	0	0	dipping sauce	1	0	McDonalds	Tartar Sauce	90	9	1.5	10	110	1	0	0	 	 	 	1	 	M207
M207-121	No	 	No	300394	Adult	300858	696	0	0	dipping sauce	2	0	McDonalds	Sweet 'N Sour Sauce	50	0	0	0	150	12	10	0	 	 	 	1	 	M207
M207-121	No	 	No	300394	Adult	300859	697	0	0	dipping sauce	1	0	McDonalds	Tangy Barbeque Sauce	50	0	0	0	260	12	10	0	 	 	 	1	 	M207
M207-121	No	 	No	300394	Adult	300857	530	0	4.99	chicken	1	0	McDonalds	Chicken McNuggets (20 piece)**	940	59	10	135	1800	59	0	44	 	 	 	1	 	M207
M207-121	No	 	No	300394	Adult	300860	829	0	1.99	snacks & sides	1	0	McDonalds	Large French Fries	500	25	3.5	0	350	63	0	6	 	 	 	1	 	M207
M207-121	No	 	No	300394	Adult	300861	827	0	1.59	snacks & sides	1	0	McDonalds	Chipotle BBQ Snack Wrap (Crispy)	330	15	4.5	30	720	34	4	14	 	 	 	1	 	M207
M207-122	No	 	No	300395	Adult	300862	552	0	1	cold beverages	1	0	McDonalds	Sweet Tea (Large)	280	0	0	0	15	69	69	1	 	 	 	1	 	M207
M207-123	No	 	No	300396	Adult	300863	525	0	1	burgers	1	0	McDonalds	Cheeseburger	300	12	6	40	680	33	7	15	 	 	 	1	 	M207
M207-123	No	 	No	300396	Adult	300864	599	0	1.49	cold beverages	1	0	McDonalds	Iced Coffee-- Hazelnut (Small)	130	5	3.5	20	40	21	21	1	 	 	 	1	 	M207
M207-124	No	 	No	300397	Adult	300865	810	0	2.29	sandwiches	1	0	McDonalds	Filet-O-Fish	390	19	4	40	590	39	5	15	 	 	 	1	 	M207
M207-124	No	 	No	300397	Adult	300866	523	0	1	burgers	1	0	McDonalds	McDouble	390	19	8	65	850	33	7	23	 	 	 	1	 	M207
M207-125	No	 	No	300398	Adult	300868	841	0	1.19	snacks & sides	1	0	McDonalds	Small French Fries	230	11	1.5	0	160	29	0	3	 	 	 	1	 	M207
M207-125	No	 	No	300398	Adult	300867	812	0	1	sandwiches	1	0	McDonalds	McChicken	360	16	3	35	800	40	5	14	 	 	 	1	 	M207
M207-126	No	 	No	300399	Adult	300871	525	0	1	burgers	5	0	McDonalds	Cheeseburger	300	12	6	40	680	33	7	15	 	 	 	1	 	M207
M207-126	No	 	No	300399	Adult	300869	525	0	 	burgers	2	300378	McDonalds	Cheeseburger	300	12	6	40	680	33	7	15	1	5.29	0	1	 	M207
M207-126	No	 	No	300399	Adult	300873	552	0	1	cold beverages	1	0	McDonalds	Sweet Tea (Large)	280	0	0	0	15	69	69	1	 	 	 	1	 	M207
M207-126	No	 	No	300399	Adult	300870	537	0	 	cold beverages	1	300378	McDonalds	Coca-Cola Classic 21fl oz (Medium)	210	0	0	0	15	58	58	0	1	5.29	0	1	 	M207
M207-126	No	 	No	300399	Adult	903207	833	0	 	snacks & sides	1	300378	McDonalds	Medium French Fries	380	19	2.5	0	270	48	0	4	1	5.29	0	1	 	M207
