receiptid,person_id,limit,age,age_std,gender,race,edu,city,caff,location,round,nsigns_ssb,num_kids,surveydate,days_since_ban,caloriescal,fatg,sugarg,black,caff_std,nsigns_ssb_std,days_since_ban_std,caloriescal_std,fatg_std,sugarg_std
S128-073,200817,Always,61,1.4596938625982365,M,White,College Degree,New York,0,S128,2,4,0,2013-11-11,244,1780,55,48,non-Black,-0.40361822525500185,-0.12131729992880867,0.07982570334293575,-0.4929146175732789,-0.5105221478503903,-0.42098571088073994
S128-010,301006,Sometimes,53,0.9101835665059674,F,Black,Graduate Degree,New York,0,S128,2,4,0,2013-04-09,28,4970,292,97,Black,-0.40361822525500185,-0.12131729992880867,-1.00104490787291,-0.20226785543596398,0.027463334806219375,-0.3315858956105613
S128-067,200825,Sometimes,27,-0.8757248957939068,M,Black,High School,New York,0,S128,2,4,0,2013-11-11,244,1030,32,22,Black,-0.40361822525500185,-0.12131729992880867,0.07982570334293575,-0.5612484958187292,-0.5627317094584158,-0.46842234755471224
S128-014,301010,Seldom,37,-0.18883702567857055,F,Black,College Degree,New York,0,S128,2,4,0,2013-04-09,28,4130,51,165,Black,-0.40361822525500185,-0.12131729992880867,-1.00104490787291,-0.2788017990708682,-0.5196020716083078,-0.20752084584786437
S128-002,300998,Always,39,-0.051459451655503294,M,Black,Graduate Degree,New York,155.80800032618,S128,2,4,0,2013-04-09,28,14395,656,220,Black,0.004414794087926642,-0.12131729992880867,-1.00104490787291,0.6564612145151937,0.8537363967767085,-0.10717411442215363
S128-011,301007,Seldom,39,-0.051459451655503294,F,Black,Graduate Degree,New York,0,S128,2,4,0,2013-04-09,28,14475,246.5,918,Black,-0.40361822525500185,-0.12131729992880867,-1.00104490787291,0.6637501615280417,-0.07582079794009178,1.1663171316714116
S128-069,200813,Sometimes,18,-1.4939239788977094,M,Black,High School,New York,0,S128,2,4,0,2013-11-11,244,680,32,8,Black,-0.40361822525500185,-0.12131729992880867,0.07982570334293575,-0.5931376389999392,-0.5627317094584158,-0.49396515191762047
S128-063,200821,Always,28,-0.8070361087823732,M,Black,High School,New York,0,S128,2,4,0,2013-11-11,244,850,19,16,Black,-0.40361822525500185,-0.12131729992880867,0.07982570334293575,-0.5776486265976372,-0.5922414616716475,-0.47936926371024435
S128-061,200819,Always,39,-0.051459451655503294,F,Black,College Degree,New York,0,S128,2,4,0,2013-11-11,244,570,25.5,11,Black,-0.40361822525500185,-0.12131729992880867,0.07982570334293575,-0.6031599411426053,-0.5774865855650316,-0.4884916938398544
S128-019,301015,Sometimes,26,-0.9444136828054404,F,Black,College Degree,New York,0,S128,2,4,0,2013-02-10,-30,5460,183,152,Black,-0.40361822525500185,-0.12131729992880867,-1.2912786831067944,-0.15762305498226986,-0.2199645875970315,-0.23123916418485052
S128-068,200824,Sometimes,80,2.7647808158173754,M,Black,High School,New Jersey,0,S128,2,4,0,2013-11-11,244,1740,62,32,Black,-0.40361822525500185,-0.12131729992880867,0.07982570334293575,-0.4965590910797029,-0.4946322812740348,-0.4501774872954921
S128-031,301027,Often,41,0.08591812236756395,F,Black,Some College,New York,0,S128,2,4,0,2013-09-10,182,2200,76,62,Black,-0.40361822525500185,-0.12131729992880867,-0.2304241943208718,-0.4546476457558268,-0.46285254812132365,-0.3954429065178317
S128-009,301005,Sometimes,40,0.01722933535603033,F,Black,College Degree,New York,49.12,S128,2,4,0,2013-04-09,28,3680,162,250,Black,-0.27498181462033594,-0.12131729992880867,-1.00104490787291,-0.31980212601813834,-0.26763418732609817,-0.052439533644493226
S128-041,301037,Always,47,0.49805084443676567,M,Black,Graduate Degree,New York,0,S128,2,4,0,2013-09-10,182,1430,37,28,Black,-0.40361822525500185,-0.12131729992880867,-0.2304241943208718,-0.524803760754489,-0.551381804761019,-0.4574754313991802
S128-039,301035,Never,36,-0.25752581269010416,F,Black,College Degree,New York,0,S128,2,4,0,2013-09-10,182,6670,299,116,Black,-0.40361822525500185,-0.12131729992880867,-0.2304241943208718,-0.047377731412943505,0.04335320138257494,-0.296920661118043
S128-005,301001,Never,26,-0.9444136828054404,M,Black,College Degree,New York,0,S128,2,4,0,2013-04-09,28,3240,42.5,63,Black,-0.40361822525500185,-0.12131729992880867,-1.00104490787291,-0.3598913345888025,-0.5388969095938824,-0.3936184204919097
S128-032,301028,Always,32,-0.5322809607362387,F,Black,College Degree,New York,0,S128,2,4,0,2013-09-10,182,1460,24,88,Black,-0.40361822525500185,-0.12131729992880867,-0.2304241943208718,-0.522070405624671,-0.5808915569742507,-0.3480062698438594
S128-008,301004,Sometimes,41,0.08591812236756395,M,Black,College Degree,New York,177.60000610352,S128,2,4,0,2013-04-09,28,7980,238.5,172,Black,0.06148412233969616,-0.12131729992880867,-1.00104490787291,0.07197877592244287,-0.0939806454559267,-0.19474944366641025
S128-074,200818,Often,27,-0.8757248957939068,M,Black,High School,New York,0,S128,2,4,0,2013-11-11,244,2140,55,52,Black,-0.40361822525500185,-0.12131729992880867,0.07982570334293575,-0.4601143560154628,-0.5105221478503903,-0.4136877667770519
S128-035,301031,Never,24,-1.0817912568285077,M,White,Graduate Degree,New York,454.65600585939,S128,2,4,0,2013-09-10,182,4630,113,100,non-Black,0.7870437590130265,-0.12131729992880867,-0.2304241943208718,-0.23324588024056808,-0.3788632533605871,-0.32611243753279523
S128-017,301013,Sometimes,50,0.7041172054713666,F,Other,Some High School,New York,497.27998352052,S128,2,4,0,2013-02-10,-30,14660,368,638,non-Black,0.898668260098123,-0.12131729992880867,-1.2912786831067944,0.6806058514952528,0.1999818862066512,0.6554610444132479
S128-022,301018,Sometimes,58,1.2536275015636356,F,Black,Graduate Degree,New York,47.36000061036,S128,2,4,0,2013-02-10,-30,15620,410,328,Black,-0.2795909352270642,-0.12131729992880867,-1.2912786831067944,0.7680732156494291,0.29532108566478454,0.08987037637742382
S128-029,301025,Often,26,-0.9444136828054404,M,Black,Graduate Degree,New York,2.36800003052,S128,2,4,0,2013-09-10,182,9995,272,215,Black,-0.3974168607535997,-0.12131729992880867,-0.2304241943208718,0.2555691288085524,-0.017936283983367943,-0.11629654455176369
S128-028,301024,Always,26,-0.9444136828054404,F,Other,Graduate Degree,New York,0,S128,2,4,0,2013-09-10,182,1140,40,24,non-Black,-0.40361822525500185,-0.12131729992880867,-0.2304241943208718,-0.5512261936760631,-0.5445718619425808,-0.46477337550286824
S128-016,301012,Always,55,1.0475611405290346,F,Black,Some College,New York,0,S128,2,4,0,2013-02-10,-30,8680,126,836,Black,-0.40361822525500185,-0.12131729992880867,-1.2912786831067944,0.13575706228486306,-0.34935350114735536,1.0167092775458066
S128-033,301029,Never,29,-0.7383473217708395,M,White,Graduate Degree,New York,0,S128,2,4,0,2013-09-10,182,1590,62,50,non-Black,-0.40361822525500185,-0.12131729992880867,-0.2304241943208718,-0.510225866728793,-0.4946322812740348,-0.4173367388288959
S128-034,301030,Always,45,0.36067327041369845,M,Black,Graduate Degree,New York,0,S128,2,4,0,2013-09-10,182,1740,53,52,Black,-0.40361822525500185,-0.12131729992880867,-0.2304241943208718,-0.4965590910797029,-0.5150621097293491,-0.4136877667770519
S128-007,301003,Often,38,-0.12014823866703692,F,Black,High School,New York,0,S128,2,4,0,2013-04-09,28,1540,23,52,Black,-0.40361822525500185,-0.12131729992880867,-1.00104490787291,-0.514781458611823,-0.58316153791373,-0.4136877667770519
S128-021,301017,Always,51,0.7728059924829002,M,Black,College Degree,New York,0,S128,2,4,0,2013-02-10,-30,2360,80.5,119,Black,-0.40361822525500185,-0.12131729992880867,-1.2912786831067944,-0.44006975173013074,-0.4526376338936665,-0.291447203040277
S128-065,200823,Often,43,0.2232956963906312,M,Black,Less than High School,New York,0,S128,2,4,0,2013-11-11,244,1620,29,54,Black,-0.40361822525500185,-0.12131729992880867,0.07982570334293575,-0.5074925115989749,-0.5695416522768538,-0.4100387947252078
S128-072,200816,Always,51,0.7728059924829002,F,Black,College Degree,New York,0,S128,2,4,0,2013-11-11,244,1290,56,22,Black,-0.40361822525500185,-0.12131729992880867,0.07982570334293575,-0.537559418026973,-0.508252166910911,-0.46842234755471224
S128-040,301036,Always,44,0.2919844834021648,M,Black,Graduate Degree,New York,0,S128,2,4,0,2013-09-10,182,1750,65,38,Black,-0.40361822525500185,-0.12131729992880867,-0.2304241943208718,-0.4956479727030969,-0.4878223384555967,-0.43923057113996006
S128-013,301009,Often,43,0.2232956963906312,M,Black,Graduate Degree,New York,0,S128,2,4,0,2013-04-09,28,2030,46.5,74,Black,-0.40361822525500185,-0.12131729992880867,-1.00104490787291,-0.47013665815812883,-0.5298169858359649,-0.3735490742067676
S128-037,301033,Seldom,46,0.4293620574252321,M,Black,High School,New York,0,S128,2,4,0,2013-09-10,182,1170,24,40,Black,-0.40361822525500185,-0.12131729992880867,-0.2304241943208718,-0.5484928385462451,-0.5808915569742507,-0.435581599088116
S128-036,301032,Seldom,34,-0.39490338671317143,M,Black,Graduate Degree,New York,0,S128,2,4,0,2013-09-10,182,2195,50,55,Black,-0.40361822525500185,-0.12131729992880867,-0.2304241943208718,-0.4551032049441298,-0.5218720525477871,-0.4082143086992858
S128-038,301034,Often,47,0.49805084443676567,M,Black,Associates Degree,New York,0,S128,2,4,0,2013-09-10,182,6600,152,169,Black,-0.40361822525500185,-0.12131729992880867,-0.2304241943208718,-0.053755560049185525,-0.29033399672089183,-0.2002229017441763
S138-060,200931,Sometimes,45,0.36067327041369845,M,Black,College Degree,New York,4.992000103,S138,2,5,0,2013-01-11,-60,16570,919,224,Black,-0.39054507836701724,0.17735268316241506,-1.4413996013312174,0.8546294614269994,1.4507413838597818,-0.09987617031846557
S138-027,200684,Sometimes,23,-1.1504800438400413,M,Black,Some College,New York,80.5120010376,S138,2,5,0,2013-11-10,243,4110,74,181,Black,-0.19277183220753932,0.17735268316241506,0.07482167273545498,-0.28062403582408024,-0.46739251000028237,-0.17832906943311214
S138-074,200945,Never,26,-0.9444136828054404,M,White,College Degree,New York,0,S138,2,5,0,2013-01-11,-60,1520,57,28,non-Black,-0.40361822525500185,0.17735268316241506,-1.4413996013312174,-0.516603695365035,-0.5059821859714316,-0.4574754313991802
S138-068,200939,Sometimes,34,-0.39490338671317143,M,Asian,College Degree,New York,0,S138,2,5,0,2013-01-11,-60,1750,54,120,non-Black,-0.40361822525500185,0.17735268316241506,-1.4413996013312174,-0.4956479727030969,-0.5127921287898697,-0.28962271701435494
S138-030,200687,Always,51,0.7728059924829002,F,Other,Some College,New York,35.52000045777,S138,2,5,0,2013-11-10,243,7800,386,138,non-Black,-0.3105977577340486,0.17735268316241506,0.07482167273545498,0.05557864514353482,0.24084154311727976,-0.2567819685477587
S138-064,200935,Sometimes,35,-0.3262145997016378,M,Asian,Graduate Degree,New York,0,S138,2,5,0,2013-01-11,-60,1230,16,95,non-Black,-0.40361822525500185,0.17735268316241506,-1.4413996013312174,-0.543026128286609,-0.5990514044900856,-0.3352348676624053
