ROUND	VISIT	NEMSLOCATIONINDICATOR	SINGSERVBEVYN	DIETCOKE12OZYN	DIETCOKE12OZPR	DIETCOKE12OZNOTE	ALTDIET12OZYN	ALTDIET12OZBRAND	ALTDIET12OZPR	ALTDIET12OZNOTE	COKE12OZYN	COKE12OZPR	COKE12OZNOTE	ALTSSB12OZYN	ALTSSB12OZBRAND	ALTSSB12OZPR	ALTSSB12OZNOTE	DIETCOKE16OZYN	DIETCOKE16OZPR	DIETCOKE16OZNOTE	ALTDIET16OZYN	ALTDIET16OZBRAND	ALTDIET16OZPR	ALTDIET16OZNOTE	COKE16OZYN	COKE16OZPR	COKE16OZNOTE	ALTSSB16OZYN	ALTSSB16OZBRAND	ALTSSB16OZPR	ALTSSB16OZNOTE	DIETCOKE20OZYN	DIETCOKE20OZPR	DIETCOKE20OZNOTE	ALTDIET20OZYN	ALTDIET20OZBRAND	ALTDIET20OZPR	ALTDIET20OZNOTE	COKE20OZYN	COKE20OZPR	COKE20OZNOTE	ALTSSB20OZYN	ALTSSB20OZBRAND	ALTSSB20OZPR	ALTSSB20OZNOTE	JUICE152OZYN	JUICE152OZBRAND1	JUICE152OZBRAND2	JUICE152OZBRAND3	JUICE152OZPR	JUICE152OZNOTE	ALTJUICESMSIZEYN	ALTJUICESMSIZEBRAND1	ALTJUICESMSIZEBRAND2	ALTJUICESMSIZEBRAND3	ALTJUICESMSIZEOZ	ALTJUICESMSIZEPR	ALTJUICESMSIZENOTE	JUICEDRNK152OZYN	JUICEDRNK152OZBRAND1	JUICEDRNK152OZBRAND2	JUICEDRNK152OZBRAND3	JUICEDRNK152OZOZ	JUICEDRNK152OZPR	JUICEDRNK152OZNOTE	ALTJUICEDRNKSMSIZEYN	ALTJUICEDRNKSMSIZEBRAND1	ALTJUICEDRNKSMSIZEBRAND2	ALTJUICEDRNKSMSIZEBRAND3	ALTJUICEDRNKSMSIZEPR	ALTJUICEDRNKSMSIZENOTE	BTLWATERYN	NOCARBLOCALYN	NOCARBLOCALCOUNT	MULTISRVYN	DIETCOKE2LYN	DIETCOKE2LPR	DIETCOKE2LNOTE	ALTDIET2LYN	ALTDIET2LBRAND	ALTDIET2LPR	ALTDIET2LNOTE	COKE2LYN	COKE2LPR	COKE2LNOTE	ALTSSB2LYN	ALTSSB2LBRAND	ALTSSB2LPR	ALTSSB2LNOTE	DIETCOKE6PK75OZYN	DIETCOKE6PK75OZPR	DIETCOKE6PK75OZNOTE	ALTDIET6PK75OZYN	ALTDIET6PK75OZBRAND	ALTDIET6PK75OZPR	ALTDIET6PK75OZNOTE	COKE6PK75OZYN	COKE6PK75OZPR	COKE6PK75OZNOTE	ALTSSB6PK75OZYN	ALTSSB6PK75OZBRAND	ALTSSB6PK75OZPR	ALTSSB6PK75OZNOTE	DIETCOKE12PK12OZYN	DIETCOKE12PK12OZPR	DIETCOKE12PK12OZNOTE	ALTDIET12PK12OZYN	ALTDIET12PK12OZBRAND	ALTDIET12PK12OZPR	ALTDIET12PK12OZNOTE	COKE12PK12OZYN	COKE12PK12OZPR	COKE12PK12OZNOTE	ALTSSB12PK12OZYN	ALTSSB12PK12OZBRAND	ALTSSB12PK12OZPR	ALTSSB12PK12OZNOTE	JUICE64OZYN	JUICE64OZBRAND1	JUICE64OZBRAND2	JUICE64OZBRAND3	JUICE64OZPR	JUICE64OZNOTE	ALTJUICE64OZYN	ALTJUICE64OZBRAND1	ALTJUICE64OZBRAND2	ALTJUICE64OZBRAND3	ALTJUICE64OZPR	ALTJUICE64OZNOTE	JUICEDRNK64OZYN	JUICEDRNK64OZBRAND1	JUICEDRNK64OZBRAND2	JUICEDRNK64OZBRAND3	JUICEDRNK64OZPR	JUICEDRNK64OZNOTE	ALTJUICEDRNK64OZYN	ALTJUICEDRNK64OZBRAND1	ALTJUICEDRNK64OZBRAND2	ALTJUICEDRNK64OZBRAND3	ALTJUICEDRNK64OZPR	ALTJUICEDRNK64OZNOTE	MULTISRVBTLWATERYN	MULTISRVNOCARBLOCALYN	MULTISRVNOCARBLOCALCOUNT	STORETYPE	INTLOCATION
1	1	G125	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	1	PEPSI	1.41	 	0	 	 	1	PEPSI	1.41	 	0	 	 	 	 	 	1	 	 	OTHER	16	4.49	POM	1	 	 	OTHER	8.3	 	BEST	 	 	 	 	 	 	1	1	1	1	1	1.99	SALE: 4/$5.00	 	 	 	 	1	1.9	ON SALE 4/$5.00	 	 	 	 	1	4.99	8 PACK, 6.75OZ	 	 	 	 	1	4.99	8 PACK6.75 OZ	 	 	 	 	1	5.99	ON SALE: $4.99	 	 	 	 	1	5.99	ON SALE: $4.99	 	 	 	 	1	MINUTE MAID	 	 	4.99	ON SALE: $3.99	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.59	SALE: 3/$5.00	 	 	 	 	 	 	1	1	4	GROCERY	BIG DEAL FOOD MARKET, 1018 MORRIS PK AVE., BX
1	1	G127B	1	0	 	 	0	 	 	 	0	 	 	1	PEPSI	1.25	BOTTLE	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	1	PEPSI	1.49	FRIDGE ALL THE WAY BACK BY DELI COUNTER,	0	 	 	1	PEPSI	1.49	FRIDGE IN BACK BY DELI COUNTER	0	 	 	 	 	 	1	 	TROPICANA	 	14	1.79	IN BIG OPEN FRIDGE WITH OTHER BIG JUICES/J DRINKS	0	 	 	 	 	 	 	1	 	 	OTHER	1.19	SNAPPLE, LOCATED ON ISLE WITH SSB DRINKS	0	1	2	1	1	1.99	SALE 3/$5.	 	 	 	 	1	1.99	SALE 3/$5.	 	 	 	 	1	4.49	8 PACK, 6.75OZ	 	 	 	 	1	4.49	8 PACK6.75 OZ	 	 	 	 	1	6.79	 	 	 	 	 	1	6.79	 	 	 	 	 	1	 	TROPICANA	 	4.29	SALE: 3.99	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.39	 	 	 	 	 	 	 	1	1	5	GROCERY	FOODTOWN SUPERMARKET, 82-10 BAXTER AVE., QUEENS, NY
1	1	G128	0	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	0	0	0	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	6.49	 	 	 	 	 	1	6.49	 	 	 	 	 	1	MINUTE MAID	 	 	4.39	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	2	 	 	 	 	 	 	 	1	1	2	GROCERY	C-TOWN 146 E. 98 STREET BKLYN, NY 11212 BTWN BLAKE AND WINTHROP ST
1	2	G128	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	 	 	OTHER	1.19	SALE:$.99. WELCHE'S BRAND	 	 	 	 	 	 	 	1	 	 	OTHER	16	 	SALEA:$.99	 	 	 	 	 	 	0	1	3	1	1	1.99	SALE 3/$5.	 	 	 	 	1	1.99	ON SALE 3/$5.	 	 	 	 	0	 	 	0	 	 	 	0	 	 	1	PEPSI	4.69	8 PACK BOTTLE	1	6.49	 	 	 	 	 	1	 	 	 	 	 	 	1	MINUTE MAID	 	 	4.69	SALE 2/$6.00	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.39	ON SALE: 2/$4.0	 	 	 	 	 	 	1	1	6	GROCERY	C-TOWN, 146 EAST 98TH STREET, BK. NO GRAB-N-GO FRIDGE IN STORE. DRINKS AVAILABLE FOUND ON SHELVES
1	1	G130	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.59	 	 	 	 	 	1	1.59	 	 	 	 	 	1	 	TROPICANA	 	 	14OZ	 	 	 	 	 	 	 	1	 	 	OTHER	13.5	 	SIMPLY LEMONADE	 	 	 	 	 	 	1	1	3	1	1	1.89	 	 	 	 	 	1	1.89	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	3.99	 	 	 	 	 	1	3.99	 	 	 	 	 	1	 	 	OTHER	2.99	MOTTS AND OCEANSPRAY	 	 	 	 	 	 	1	 	 	OTHER	3.69	OCEANSPRAY	 	 	 	 	 	 	1	1	3	GROCERY	ASSOCIATED 96TH AND LEX
1	1	G130A	1	0	 	 	1	MOUNTAIN DEW	.75	.86 WTH TX	0	 	 	1	PEPSI	.75	.86 WTH TX	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.79	 	 	 	 	 	1	1.79	 	 	 	 	 	0	 	 	 	 	 	1	 	TROPICANA	 	12	1.89	NOT NEAR FRONT OR CASH REG BUT IN OPEN FRIDGE WERE LARGE JUICES ARE FOUND	0	 	 	 	 	 	 	1	 	 	OTHER	1.19	SNAPPLE	1	1	1	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	4.99	8 PACK 7.5OZ, 6PK 12 OZ: $3.99	 	 	 	 	1	4.99	8 PACK	 	 	 	 	1	6.49	ON SALE: 5.49	 	 	 	 	1	6.49	SALE:  5.49	 	 	 	 	1	 	TROPICANA	 	4.39	SALE FOR 2.99	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.39	SALE: 2/3.00	 	 	 	 	 	 	1	1	6	GROCERY	KEY FOOD, 22-15 31ST ST, QUEENS, NY
1	1	G132	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	1	PEPSI	1.5	AVAILABLE IN VENDING MACHINE BET DOUBLE EXIT DOOR	0	 	 	1	PEPSI	1.5	AVAILABLE IN VENDING MACH LOCATED BET. DOUBLE EXIT DOOR	0	 	 	 	 	 	1	 	 	OTHER	16	2.5	2.50; ON SALE:4/5; APPLE & EVE, NOT COLD BUT ON JUICE ISLE	1	 	 	OTHER	16	 	SALE:3/$3.	 	 	 	 	 	 	1	1	3	1	1	1.79	SALE:4/$5.	 	 	 	 	1	1.79	ON SALE 4/$5.	 	 	 	 	1	3.99	8 PACK, 6.75OZ	 	 	 	 	1	3.99	8 PACK6.75 OZ	 	 	 	 	1	5.49	 	 	 	 	 	1	5.49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	6	GROCERY	WESTERN BEEF, 2050 WEBSTER AV., BOX. VENDING MACHINE INSIDE STORE "DOUBLE DOORS", AND UPON EXIT.  AVAILABLE: 20 OZ PEPSI BEVERAGES; WATER.  NO OTHER FRIDGE AVAILABLE WITH SSB INSIDE STORE OR NEAR CASH
1	1	G134	1	0	 	 	0	 	 	 	0	 	 	1	FANTA, SPRITE, DR BROWN BLACK CHERRY	 	 	1	1	16.9 OZ	 	 	 	 	1	1	16.9	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	 	TROPICANA	 	1.69	3/$5., FOUND IN BACK OPEN FRIDGE WTH BIG JUICE	 	 	 	 	 	 	 	0	 	 	 	 	 	 	1	 	 	OTHER	1.67	SALE: 5/$5., SNAPPLE, FOUND IN AISLE ALONG WITH SSB AND LOW CAL	1	1	2	1	1	1.67	SALE:3/$5."	 	 	 	 	1	1.67	SALE: 3/$5"	 	 	 	 	1	4.99	8 PACK, 6.75OZ	 	 	 	 	1	4.99	8 PACK6.75 OZ	 	 	 	 	1	5.99	 	 	 	 	 	1	 	 	 	 	 	 	1	MINUTE MAID	 	 	3.99	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	1.69	"SALE 3/$5.",	 	 	 	 	 	 	1	1	6	GROCERY	C-TOWN SUPERMARKET., 325 LAFAYETTE AVE., BK. SINGLE SERVE LOW CAL. AVAILABLE IN AISLE WHERE OTHER SSBS ARE.
1	1	G135	1	0	 	 	0	 	 	 	0	 	 	1	MOUNTAIN DEW	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.5	 	 	 	 	 	1	1.5	 	 	 	 	 	1	 	TROPICANA	 	1.5	12 OZ	 	 	 	 	 	 	 	1	 	 	OTHER	16	 	SUNNY D	 	 	 	 	 	 	1	1	1	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	6.99	 	 	 	 	 	1	 	 	 	 	 	 	1	MINUTE MAID	 	 	4.59	SALE:$2.99	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.49	SALE: 3/$5.	 	 	 	 	 	 	1	1	4	GROCERY	KEY FOOD SUPERMARKET FOR SAVINGS 29 BELMONT AVE.,/ THATFORD AVE.,  BK.
1	1	G135A	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.25	 	 	 	 	 	1	1.25	 	 	 	 	 	1	 	 	OTHER	1.5	APPLE AND EVE BRAND	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	5.49	 	 	 	 	 	1	5.49	 	 	 	 	 	1	MINUTE MAID	 	 	4.69	 	 	 	 	 	 	 	1	 	 	 	1.99	 	 	 	 	 	 	 	1	1	4	GROCERY	CROWN HEIGHTS INTERNATIONAL FOOD PLACE. 840 E.NEW YORK AVE. BROOKLYN NY 11213 BTWN SCHENECTADY AND TROY AVENUES
1	2	G135A	1	1	.75	FRIDGE INSIDE STORE BUT ON WAIT OUT	 	 	 	 	1	 	FRIDGE INSIDE STORE ON SIDE AS YOU LEAVE	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.25	 	 	 	 	 	1	1.25	 	 	 	 	 	0	 	 	 	 	 	1	 	 	OTHER	16	1.25	4/$5. SIGN BUT REG PRICE AS WELL	0	 	 	 	 	 	 	1	 	 	OTHER	1.25	4/$5. SALE SIGN BUT REG. PRICE SAME: 1.25	1	1	1	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	4.99	8 PACK, 6.75OZ	 	 	 	 	1	4.99	8 PACK6.75 OZ	 	 	 	 	1	5.99	SALE 5.49	 	 	 	 	1	5.99	SALE $ 5.49	 	 	 	 	1	MINUTE MAID	 	 	 	CARTON = 4.98; CARTON SALE = 2/4.98 (MM OJ); 59 OZ BOTTLE = 3.99	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.49	SALE: $1.99	 	 	 	 	 	 	1	1	4	GROCERY	CROWN HEIGHTS INT'L FOOD PLAZA, 840 E. NY AVE., BK
1	1	G138	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	 	TROPICANA	 	1.75	12 OZ, IN OPEN FRIDGE TOWARD BACK AREA	 	 	 	 	 	 	 	1	 	TROPICANA	 	12	 	IN BACK OPEN FRIDGE	 	 	 	 	 	 	1	1	6	1	1	2.29	 	 	 	 	 	1	2.29	 	 	 	 	 	1	4.99	 	 	 	 	 	1	4.99	 	 	 	 	 	1	6.99	 	 	 	 	 	1	 	 	 	 	 	 	1	MINUTE MAID	 	 	4.29	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.49	 	 	 	 	 	 	 	1	1	6	GROCERY	FOOD EMPORIUM, 452 W. 43RD ST., , BET. 9&10 AV LOW CAL. SINGLE SERVING AVAILABLE, NOT IN FRIDGE, IN MORE THAN ONE AISLE. ONE AVAILABLE UP FRONT, FRIDGE
1	1	G203	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.79	 	 	 	 	 	1	1.79	 	 	 	 	 	0	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	1	1	1	1.89	 	 	 	 	 	1	1.89	 	 	 	 	 	1	3.59	 	 	 	 	 	1	3.59	 	 	 	 	 	1	5.29	 	 	 	 	 	1	5.29	 	 	 	 	 	1	MINUTE MAID	 	 	3.59	59OZ	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.29	 	 	 	 	 	 	 	1	1	6	GROCERY	SHOP RITE 100 PASSAIC AVE. KEARNY NJ 07032
1	2	G203	1	1	.75	VENDING MACH INSIDE STORE	 	 	 	 	1	 	VEND. MACH INSIDE STORE	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.79	 	 	 	 	 	1	1.79	 	 	 	 	 	1	 	 	OTHER	1.49	V8	 	 	 	 	 	 	 	1	 	 	OTHER	16	 	V8 SPLASH	 	 	 	 	 	 	1	1	6	1	1	1.79	 	 	 	 	 	1	1.79	 	 	 	 	 	1	3.69	8 PACK, 6.75OZ	 	 	 	 	1	3.69	8 PACK6.75 OZ	 	 	 	 	1	4.69	ON SALE: 2/$9.	 	 	 	 	1	4.5	2/$9.00	 	 	 	 	1	MINUTE MAID	 	 	2.99	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.29	 	 	 	 	 	 	 	1	1	6	GROCERY	SHOPRITE, 100 PASSAIC AVE, KEARNY, NJ, NEAR LINCOLN AV & BELGROVE DRIVE.  SINGLE SERVE LOW CAL ALSO AVAILABLE IN SSB / AISLE
1	1	G205	1	0	 	 	0	 	 	 	1	.99	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.59	 	 	 	 	 	1	1.59	 	 	 	 	 	0	 	 	 	 	 	0	 	 	 	 	 	 	1	 	 	OTHER	20	1.59	HAWAIIAN PUNCH	 	 	 	 	 	 	1	1	2	1	1	1.79	 	 	 	 	 	1	1.79	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	5.49	 	 	 	 	 	1	5.49	 	 	 	 	 	1	MINUTE MAID	 	 	5.29	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.29	 	 	 	 	 	 	 	1	1	3	GROCERY	810 N 6TH STREET. NEWARK NJ 07107
1	2	G205	1	0	 	 	0	 	 	 	1	1	BOTTLED COKE	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.49	 	 	 	 	 	1	1.49	 	 	 	 	 	1	 	TROPICANA	 	1.59	14 OZ, LOCATED IN BACK OPEN FRIDGE	 	 	 	 	 	 	 	1	 	 	OTHER	20	1.39	 	 	 	 	 	 	 	1	1	2	1	1	1.79	 	 	 	 	 	1	1.79	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	1	PEPSI	3.99	4 PCK, BOTTLED	0	 	 	1	PEPSI	5.49	 	1	5.49	 	 	 	 	 	1	MINUTE MAID	 	 	4.59	$2.79 SALE PRICE	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.29	4/$5. SALE	 	 	 	 	 	 	1	1	4	GROCERY	SUPER SUPER MARKET,  810 N 6TH ST, NEAWRK, NJ
1	1	G206	1	1	.75	 	 	 	 	 	1	.75	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.29	 	 	 	 	 	1	1.29	 	 	 	 	 	0	 	 	 	 	 	1	 	TROPICANA	 	14	1.49	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	4	1	1	1.89	ON SALE FOR 5/$6.00	 	 	 	 	1	1.89	ON SALE 5/$6.00	 	 	 	 	1	3.99	6PCK: 12OZ FOR:4.69, 8 PACK, 7.5OZ	 	 	 	 	1	3.99	6 PK 12 OZ, 4.69; 8 PACK, 7.5OZ	 	 	 	 	1	5.99	 	 	 	 	 	1	5.99	 	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	4.69	MINUTE MAID 59 OZ ONLY	 	 	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	2.49	MM; 59 OZ ONLY	 	 	 	 	 	 	1	1	6	GROCERY	C-TOWN, 885 BERGEN AV., JC NEMS-S DONE ON PAPER EARLIER THIS AFTERNOON, TABLET NOT WORKING THUS ENTERING DATA NOW.
1	1	G208	1	1	.79	 	 	 	 	 	1	 	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.69	 	 	 	 	 	1	1.69	 	 	 	 	 	1	 	TROPICANA	 	1.49	14 OZ, LOCATED IN BACK OPEN FRIDGE	 	 	 	 	 	 	 	1	 	 	OTHER	16	1.09	SNAPPLE JUICE PUNCH/DRINKS	 	 	 	 	 	 	1	1	3	1	1	1.79	3/$5.00 SALE	 	 	 	 	1	1.79	3/$5. SALE	 	 	 	 	1	3.99	2/$6. SALE	 	 	 	 	1	3.99	2/$6. SALE	 	 	 	 	1	5.49	 	 	 	 	 	1	 	 	 	 	 	 	1	MINUTE MAID	 	 	4.79	PURE SQUEEZED	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.59	3/$5.00 SALE	 	 	 	 	 	 	1	1	6	GROCERY	A&J SEA BRA SUPERMARKET, 260 LAFAYETTE ST., NEWARK, NJ.   SOME SINGLE SERVE LOW CAL. IN BACK AISLES/BEV. VENDING MACH. OUTSIDE STORE - 20 OZ. COKE/DIET, DASANI WATER
1	1	G209	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.79	 	 	 	 	 	1	1.79	 	 	 	 	 	0	 	 	 	 	 	1	 	 	OTHER	12	1.49	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	2	1	1	1.79	ON SALE:5/$5.	 	 	 	 	1	1.79	ON SALE'5/$5.	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	4.69	ON SALE: 2/$9.	 	 	 	 	1	4.69	ON SALE: 2/$9.	 	 	 	 	1	 	 	OTHER	1.99	STORE BRAND, MM& TROP. IN 59 OZ ; MM:2.99;TROP:3.49	 	 	 	 	 	 	0	 	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	 	RANGE: 1.99-2.29; ONLY 59 OZ	1	1	6	GROCERY	SHOPRITE, 400 MARIN BLVD, GIGANTIC STORE, GRAB AND GO FRIGES IN MORE THAN ONE PLACE
1	1	G210	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.69	 	 	 	 	 	1	1.69	 	 	 	 	 	1	MINUTE MAID	 	 	1.59	ORANGE AND APPLE	 	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	3	1	1	1.89	 	 	 	 	 	1	1.89	 	 	 	 	 	1	3.69	 	 	 	 	 	1	3.69	 	 	 	 	 	1	5.79	 	 	 	 	 	1	5.79	 	 	 	 	 	1	 	TROPICANA	 	3.99	ORANGE 59 OZ	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.99	59 OZ	 	 	 	 	 	 	1	1	6	GROCERY	232 CENTRAL AVENUE. JERSEY CITY NJ
1	2	G210	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.69	 	 	 	 	 	1	1.69	 	 	 	 	 	1	MINUTE MAID	 	OTHER	1.79	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	2	1	1	1.89	 	 	 	 	 	1	1.89	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	5.79	SALE PRICE 4.99	 	 	 	 	1	5.79	SALE 4.99	 	 	 	 	0	 	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	 	MM 59 OZ = 2.99; TROP. 59 OZ = 3.99; SALE = 2/6.00	1	MINUTE MAID	 	OTHER	2.79	2/4.00 SALE-FRUIT PUNCH, MM; MM ONLY IN 59 OZ.,  'OTHERS' PRICE VARY FM 1.00-3.4	 	 	 	 	 	 	1	1	3	GROCERY	STOP AND SHOP, 232 CENTRAL AV.,/FRANKLIN ST
1	1	G211	1	1	.75	 	 	 	 	 	1	.75	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.69	 	 	 	 	 	1	1.69	 	 	 	 	 	0	 	 	 	 	 	1	 	TROPICANA	 	10	.99	 	0	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1.99	ON SALE 5/6.00	 	 	 	 	1	1.99	SALE 5/6.00	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	4.29	ON SALE 3.99	 	 	 	 	1	4.29	ON SALE 3.99	 	 	 	 	0	 	 	 	 	 	1	MINUTE MAID	TROPICANA	 	 	3.99; 4.49 TROP.ONLY 59 OZ AVAILABLE OK N MM & YICANA 4.49	1	 	 	OTHER	2.69	MM J. DRINKS AVAILABLE IN 59 OZ, SAME FOR TROP.	 	 	 	 	 	 	1	0	0	GROCERY	CTOWN, 506 CENTRAL AV, JC
1	2	G211	 	0	 	 	0	 	 	 	0	 	 	1	PEPSI	.75	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	1.59	 	 	 	 	 	1	1.59	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	4.29	8 PACK NOT 6	 	 	 	 	1	4.29	8 PACK NOT 6	 	 	 	 	1	6.49	3.99 ON SALE THIS WEEK	 	 	 	 	1	6.49	3.99 ON SALE THIS WEEK	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	 	4.79-4.99 ALL BRANDS; DOLE IS OTHER BRAND 59OZ	 	 	 	 	 	 	1	MINUTE MAID	TROPICANA	 	2.59	59 OZ	 	 	 	 	 	 	1	1	3	GROCERY	C-TOWN 506 CENTRAL AVE. JERSEY CITY NJ BTWN GRAHAM AND NORTH STREETS
1	1	G212	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.59	 	 	 	 	 	1	1.59	 	 	 	 	 	0	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	2	1	1	1.89	 	 	 	 	 	1	1.89	 	 	 	 	 	1	3.39	 	 	 	 	 	1	3.39	 	 	 	 	 	1	5.99	 	 	 	 	 	1	5.99	 	 	 	 	 	1	MINUTE MAID	 	 	3.49	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.49	 	 	 	 	 	 	 	1	1	6	GROCERY	PATHMARK 420 GRAND ST. JERSEY CITY NJ 07303 @MONMOUTH STREET.
